,Unnamed: 0,CMPLNT_NUM,CMPLNT_FR_DT,OFNS_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,BORO_NM,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon,STATION_NAME
562765,4066925,918829461,06/29/2019,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,QUEENS,1001602.0,212136.0,40.74893208000003,-73.93737631099998,"(40.74893208000003, -73.93737631099998)",QUEENS PLAZA
562803,4066963,515205770,07/13/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BROOKLYN,996696.0,190463.0,40.68945317300006,-73.95512263199998,"(40.68945317300006, -73.95512263199998)",BEDFORD-NOSTRAND AVENUES
562839,4067001,427511207,07/17/2019,GRAND LARCENY,COMPLETED,FELONY,BRONX,1007027.0,245405.0,40.84023413800003,-73.91768411399994,"(40.84023413800003, -73.91768411399994)",170 STREET
562892,4067056,265703423,07/17/2019,SEX CRIMES,COMPLETED,MISDEMEANOR,MANHATTAN,985679.0,213954.0,40.75393893800003,-73.99484365499995,"(40.75393893800003, -73.99484365499995)",42 ST.-GRAND CENTRAL
562897,4067061,843864159,07/12/2019,FORGERY,COMPLETED,FELONY,BROOKLYN,1000351.0,194575.0,40.700733765000045,-73.94193330699994,"(40.700733765000045, -73.94193330699994)",FLUSHING AVENUE
562899,4067063,479324592,07/17/2019,SEX CRIMES,COMPLETED,MISDEMEANOR,BROOKLYN,1008276.0,183623.0,40.670655072000045,-73.91339091999998,"(40.670655072000045, -73.91339091999998)",BROADWAY-EAST NEW YORK
562953,4067118,399220363,07/02/2019,FORGERY,COMPLETED,FELONY,BRONX,1011612.0,253618.0,40.86276336100008,-73.90108016499995,"(40.86276336100008, -73.90108016499995)",FORDHAM ROAD
563001,4067167,773016540,07/14/2019,HARRASSMENT 2,COMPLETED,VIOLATION,MANHATTAN,985145.0,203571.0,40.72544024600006,-73.99677244099996,"(40.72544024600006, -73.99677244099996)",BROADWAY/LAFAYETTE
563005,4067171,300171428,07/16/2019,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,MANHATTAN,983728.0,201372.0,40.719404551000025,-74.00188456299998,"(40.719404551000025, -74.00188456299998)",CANAL STREET
563064,4067231,741467855,07/16/2019,FORGERY,COMPLETED,FELONY,BROOKLYN,1013646.0,181481.0,40.66475956000005,-73.89404214399997,"(40.66475956000005, -73.89404214399997)",PENNSYLVANIA AVENUE
563080,4067247,958314204,07/17/2019,GRAND LARCENY,COMPLETED,FELONY,MANHATTAN,987866.0,214721.0,40.75604353500006,-73.98694954399997,"(40.75604353500006, -73.98694954399997)",42 ST.-TIMES SQUARE
563084,4067251,666391383,07/14/2019,GRAND LARCENY,COMPLETED,FELONY,QUEENS,1037559.0,194576.0,40.70059059000005,-73.80774319999993,"(40.70059059000005, -73.80774319999993)",SUTPHIN BLVD.-ARCHER AVE.
563168,4067344,896902694,07/02/2019,SEX CRIMES,COMPLETED,MISDEMEANOR,MANHATTAN,988874.0,207673.0,40.736698070000045,-73.98331602599995,"(40.736698070000045, -73.98331602599995)",14 STREET
563267,4067444,517349993,02/08/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,BRONX,1007034.0,236608.0,40.81608887400005,-73.917688689,"(40.81608887400005, -73.917688689)",3 AVENUE-149 STREET
563345,4067526,463931934,07/13/2019,PETIT LARCENY,COMPLETED,MISDEMEANOR,MANHATTAN,1000622.0,235883.0,40.81411316100008,-73.94085536499993,"(40.81411316100008, -73.94085536499993)",135 STREET
563348,4067529,282045736,07/09/2019,FORGERY,COMPLETED,FELONY,BROOKLYN,998047.0,196303.0,40.70548061200003,-73.95023912499995,"(40.70548061200003, -73.95023912499995)",BROADWAY
563355,4067536,562198146,07/17/2019,THEFT OF SERVICES,COMPLETED,MISDEMEANOR,BRONX,1008685.0,248472.0,40.84864771900004,-73.91168083899998,"(40.84864771900004, -73.91168083899998)",176 STREET
563392,4067574,408698317,07/10/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,QUEENS,1014333.0,211391.0,40.74685309800003,-73.89143220299998,"(40.74685309800003, -73.89143220299998)",74 ST.-BROADWAY
563421,4067603,563534725,07/16/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,QUEENS,1020429.0,212242.0,40.74916603900005,-73.86942725099993,"(40.74916603900005, -73.86942725099993)",JUNCTION BLVD.
563437,4067620,398690137,07/11/2019,HARRASSMENT 2,COMPLETED,VIOLATION,BRONX,1027434.0,251387.0,40.85657672800004,-73.84389367799997,"(40.85657672800004, -73.84389367799997)",PELHAM PKWY.
563574,4067759,602072034,07/17/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,MANHATTAN,988451.0,217993.0,40.765024079000064,-73.98483594999993,"(40.76502407900006, -73.98483594999993)",59 ST.-COLUMBUS CIRCLE
563594,4067780,613203380,07/17/2019,OFFENSES AGAINST PUBLIC ADMINI,COMPLETED,MISDEMEANOR,BRONX,1008685.0,248472.0,40.84864771900004,-73.91168083899998,"(40.84864771900004, -73.91168083899998)",176 STREET
563644,4067830,441040728,07/10/2019,PETIT LARCENY,COMPLETED,MISDEMEANOR,BROOKLYN,991144.0,187337.0,40.68087908200005,-73.97514568799994,"(40.68087908200005, -73.97514568799994)",BERGEN STREET
563800,4067988,677015674,07/17/2019,FORGERY,COMPLETED,FELONY,MANHATTAN,997374.0,234664.0,40.81077276700007,-73.95259158999993,"(40.81077276700007, -73.95259158999993)",125 STREET
563831,4068020,954798133,07/09/2019,OFFENSES AGAINST PUBLIC ADMINI,COMPLETED,MISDEMEANOR,BROOKLYN,1005571.0,181640.0,40.66521910700004,-73.92314834999998,"(40.66521910700004, -73.92314834999998)",SUTTER AVENUE-RUTLAND ROAD
563853,4068042,649807769,07/06/2019,MISCELLANEOUS PENAL LAW,COMPLETED,FELONY,MANHATTAN,985764.0,213806.0,40.75353270100004,-73.99453689199999,"(40.75353270100004, -73.99453689199999)",42 ST.-TIMES SQUARE
563873,4068062,299075346,07/11/2019,SEX CRIMES,COMPLETED,FELONY,MANHATTAN,985679.0,213954.0,40.75393893800003,-73.99484365499995,"(40.75393893800003, -73.99484365499995)",33 STREET
563877,4068066,941618901,07/16/2019,PETIT LARCENY,COMPLETED,MISDEMEANOR,BROOKLYN,1010719.0,186857.0,40.679524703000034,-73.90457153799997,"(40.67952470300003, -73.90457153799997)",BROADWAY-EASTERN PKWY
563901,4068090,933937471,07/09/2019,OTHER OFFENSES RELATED TO THEF,COMPLETED,MISDEMEANOR,BROOKLYN,996696.0,190463.0,40.68945317300006,-73.95512263199998,"(40.68945317300006, -73.95512263199998)",BEDFORD-NOSTRAND AVENUES
564004,4068195,716430430,07/12/2019,HARRASSMENT 2,COMPLETED,VIOLATION,QUEENS,1039726.0,195270.0,40.702482133000046,-73.799922252,"(40.702482133000046, -73.799922252)",PARSONS/ARCHER-JAMAICA CENTER
564011,4068202,261310838,07/16/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,MANHATTAN,998181.0,231480.0,40.80203233000003,-73.94968294499995,"(40.80203233000003, -73.94968294499995)",116 STREET
564016,4068207,884371128,07/14/2019,GRAND LARCENY,COMPLETED,FELONY,MANHATTAN,988669.0,216684.0,40.761431104000046,-73.98404983599994,"(40.761431104000046, -73.98404983599994)",50 STREET
564034,4068226,846268133,07/12/2019,SEX CRIMES,COMPLETED,MISDEMEANOR,MANHATTAN,987624.0,203977.0,40.72655401900005,-73.98782842699995,"(40.72655401900005, -73.98782842699995)",2 AVENUE
564133,4068326,270353039,07/10/2019,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,BROOKLYN,997981.0,183327.0,40.669864569000026,-73.95050361299997,"(40.669864569000026, -73.95050361299997)",NOSTRAND AVENUE
564156,4068349,508375614,07/10/2019,DANGEROUS WEAPONS,COMPLETED,MISDEMEANOR,MANHATTAN,986553.0,207131.0,40.735211323000044,-73.99169139799993,"(40.735211323000044, -73.99169139799993)",UNION SQUARE
564194,4068387,657099483,07/12/2019,DANGEROUS DRUGS,COMPLETED,MISDEMEANOR,BRONX,1007022.0,243322.0,40.834516921000045,-73.91770925599997,"(40.834516921000045, -73.91770925599997)",167 STREET
564259,4068452,232351229,07/05/2019,HARRASSMENT 2,COMPLETED,VIOLATION,BROOKLYN,994364.0,173034.0,40.64161740600008,-73.96355769299998,"(40.64161740600008, -73.96355769299998)",CORTELYOU ROAD
564360,4068559,356730182,07/16/2019,FORGERY,COMPLETED,FELONY,MANHATTAN,999643.0,228852.0,40.79481676000006,-73.94440825399995,"(40.79481676000006, -73.94440825399995)",110 STREET
564477,4068679,598004606,01/16/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,BROOKLYN,1008992.0,186404.0,40.67828631700007,-73.91079962899995,"(40.67828631700007, -73.91079962899995)",ROCKAWAY AVENUE
564535,4068747,420159476,07/17/2019,FORGERY,COMPLETED,FELONY,BRONX,1010831.0,252019.0,40.858376975000056,-73.90391003799994,"(40.858376975000056, -73.90391003799994)",183 STREET
564553,4068765,539999965,07/17/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BROOKLYN,1009519.0,180676.0,40.66256275400008,-73.90892111899994,"(40.66256275400008, -73.90892111899994)",ROCKAWAY AVENUE
564638,4068850,835725972,06/28/2019,PETIT LARCENY,COMPLETED,MISDEMEANOR,BRONX,1004369.0,237509.0,40.818568337000045,-73.92731394599997,"(40.818568337000045, -73.92731394599997)",149 ST.-GRAND CONCOURSE
564662,4068874,392736568,07/08/2019,DANGEROUS WEAPONS,COMPLETED,MISDEMEANOR,BRONX,1023684.0,264797.0,40.893400550000074,-73.85737076599996,"(40.893400550000074, -73.85737076599996)",233 STREET
564709,4068921,179621771,06/28/2019,SEX CRIMES,COMPLETED,MISDEMEANOR,MANHATTAN,982285.0,201682.0,40.72025522300004,-74.00709027999993,"(40.72025522300004, -74.00709027999993)",HOUSTON STREET
564793,4069005,525881201,07/03/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,BROOKLYN,1003358.0,182945.0,40.66880609300007,-73.93112156699993,"(40.66880609300006, -73.93112156699993)",UTICA AVE.-CROWN HEIGHTS
564999,4069212,720005734,06/23/2019,GRAND LARCENY,COMPLETED,FELONY,MANHATTAN,993569.0,217891.0,40.76474020200004,-73.96636024699995,"(40.76474020200004, -73.96636024699995)",LEXINGTON AVE.
565013,4069226,419853610,06/30/2019,HARRASSMENT 2,COMPLETED,VIOLATION,MANHATTAN,986553.0,207131.0,40.735211323000044,-73.99169139799993,"(40.735211323000044, -73.99169139799993)",UNION SQUARE
565140,4069355,617363979,06/18/2019,GRAND LARCENY,COMPLETED,FELONY,MANHATTAN,987078.0,215157.0,40.757240531000036,-73.98979363699993,"(40.757240531000036, -73.98979363699993)",42 ST.-PORT AUTHORITY BUS TERM
565187,4069403,449650486,07/03/2019,OFFENSES AGAINST PUBLIC ADMINI,COMPLETED,MISDEMEANOR,MANHATTAN,999539.0,239499.0,40.82404000400004,-73.94475961199998,"(40.82404000400004, -73.94475961199998)",145 STREET
565221,4069438,275462924,07/06/2019,GRAND LARCENY,COMPLETED,FELONY,MANHATTAN,988018.0,214637.0,40.75581291200007,-73.98640094899997,"(40.75581291200007, -73.98640094899997)",42 ST.-TIMES SQUARE
565233,4069450,849419706,07/09/2019,GRAND LARCENY,COMPLETED,FELONY,BRONX,1032091.0,241976.0,40.83072232800004,-73.82712605899997,"(40.83072232800004, -73.82712605899997)",PELHAM BAY PARK
565254,4069471,200015731,07/07/2019,SEX CRIMES,COMPLETED,MISDEMEANOR,MANHATTAN,985679.0,213954.0,40.75393893800003,-73.99484365499995,"(40.75393893800003, -73.99484365499995)",42 ST.-TIMES SQUARE
565259,4069476,366843197,07/08/2019,HARRASSMENT 2,COMPLETED,VIOLATION,MANHATTAN,981615.0,196630.0,40.706388512000046,-74.00950535999993,"(40.706388512000046, -74.00950535999993)",WALL STREET
565328,4069546,864078297,06/30/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,MANHATTAN,986967.0,199425.0,40.71406010100003,-73.99020064699994,"(40.71406010100003, -73.99020064699994)",EAST BROADWAY
565352,4069570,453539408,07/05/2019,GRAND LARCENY,COMPLETED,FELONY,BROOKLYN,987924.0,194862.0,40.70153539700004,-73.98675103399995,"(40.70153539700004, -73.98675103399995)",YORK STREET
565377,4069595,182819072,04/30/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,MANHATTAN,999342.0,233575.0,40.807780622000045,-73.94548472699995,"(40.807780622000045, -73.94548472699995)",125 STREET
565496,4069716,626321077,07/01/2019,OFFENSES AGAINST PUBLIC ADMINI,COMPLETED,MISDEMEANOR,MANHATTAN,987078.0,215157.0,40.757240531000036,-73.98979363699993,"(40.757240531000036, -73.98979363699993)",42 ST.-PORT AUTHORITY BUS TERM
565503,4069724,142388053,07/02/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BRONX,1007034.0,236608.0,40.81608887400005,-73.917688689,"(40.81608887400005, -73.917688689)",3 AVENUE-149 STREET
565628,4069852,369650278,07/08/2019,FRAUDS,COMPLETED,MISDEMEANOR,BROOKLYN,998241.0,187165.0,40.68039860900007,-73.94955839299999,"(40.68039860900007, -73.94955839299998)",NOSTRAND AVENUE
565647,4069872,568463155,07/02/2019,DANGEROUS WEAPONS,COMPLETED,FELONY,MANHATTAN,987078.0,215157.0,40.757240531000036,-73.98979363699993,"(40.757240531000036, -73.98979363699993)",42 ST.-PORT AUTHORITY BUS TERM
565653,4069878,330592124,07/06/2019,SEX CRIMES,COMPLETED,MISDEMEANOR,MANHATTAN,985679.0,213954.0,40.75393893800003,-73.99484365499995,"(40.75393893800003, -73.99484365499995)",42 ST.-TIMES SQUARE
565700,4069925,998461706,07/01/2019,GRAND LARCENY,COMPLETED,FELONY,MANHATTAN,981615.0,196630.0,40.706388512000046,-74.00950535999993,"(40.706388512000046, -74.00950535999993)",WALL STREET
565743,4069969,173547832,06/30/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BROOKLYN,986754.0,191591.0,40.692557669000045,-73.99097189599996,"(40.692557669000045, -73.99097189599996)",BOROUGH HALL
565744,4069970,437880160,07/03/2019,HARRASSMENT 2,COMPLETED,VIOLATION,BRONX,1007791.0,236192.0,40.81494508600008,-73.91495530199995,"(40.81494508600008, -73.91495530199995)",BROOK AVENUE
565756,4069982,716905601,07/05/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BROOKLYN,1010719.0,186857.0,40.679524703000034,-73.90457153799997,"(40.67952470300003, -73.90457153799997)",BROADWAY-EASTERN PKWY
565802,4070029,958921263,07/05/2019,SEX CRIMES,COMPLETED,MISDEMEANOR,MANHATTAN,985679.0,213954.0,40.75393893800003,-73.99484365499995,"(40.75393893800003, -73.99484365499995)",42 STREET
566042,4070280,704557110,05/06/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,MANHATTAN,999342.0,233575.0,40.807780622000045,-73.94548472699995,"(40.807780622000045, -73.94548472699995)",125 STREET
566119,4070361,495750209,07/07/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,BROOKLYN,988089.0,190305.0,40.689027417000034,-73.98615855199995,"(40.689027417000034, -73.98615855199995)",HOYT-SCHERMERHORN
566144,4070386,104625346,07/09/2019,GRAND LARCENY,COMPLETED,FELONY,MANHATTAN,1000414.0,230243.0,40.79863330000006,-73.94162037099994,"(40.79863330000006, -73.94162037099994)",116 STREET
566148,4070390,638831696,07/06/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,MANHATTAN,989210.0,219405.0,40.76889926000007,-73.98209493899995,"(40.76889926000007, -73.98209493899996)",59 ST.-COLUMBUS CIRCLE
566168,4070410,935927674,07/06/2019,HARRASSMENT 2,COMPLETED,VIOLATION,BROOKLYN,998704.0,195811.0,40.70412913900003,-73.947870547,"(40.70412913900003, -73.947870547)",LORIMER STREET
566210,4070452,141815212,06/22/2019,GRAND LARCENY,COMPLETED,FELONY,QUEENS,1039726.0,195270.0,40.702482133000046,-73.799922252,"(40.702482133000046, -73.799922252)",PARSONS/ARCHER-JAMAICA CENTER
566240,4070482,599408784,06/22/2019,ROBBERY,COMPLETED,FELONY,MANHATTAN,982327.0,201274.0,40.71913537100005,-74.00693864699997,"(40.71913537100005, -74.00693864699997)",FRANKLIN STREET
566306,4070551,684386838,06/24/2019,GRAND LARCENY,COMPLETED,FELONY,MANHATTAN,989219.0,223014.0,40.778805016000035,-73.98205977899994,"(40.778805016000035, -73.98205977899994)",72 STREET
566314,4070559,357938701,07/09/2019,SEX CRIMES,COMPLETED,MISDEMEANOR,MANHATTAN,985679.0,213954.0,40.75393893800003,-73.99484365499995,"(40.75393893800003, -73.99484365499995)",42 ST.-GRAND CENTRAL
566324,4070569,575578211,07/07/2019,GRAND LARCENY,COMPLETED,FELONY,MANHATTAN,1006041.0,255411.0,40.86770011000005,-73.92121504699999,"(40.86770011000005, -73.92121504699998)",207 ST.-INWOOD
566346,4070591,914796078,07/02/2019,OFFENSES INVOLVING FRAUD,COMPLETED,MISDEMEANOR,MANHATTAN,987078.0,215157.0,40.757240531000036,-73.98979363699993,"(40.757240531000036, -73.98979363699993)",42 ST.-PORT AUTHORITY BUS TERM
566370,4070615,570747639,03/28/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,MANHATTAN,999342.0,233575.0,40.807780622000045,-73.94548472699995,"(40.807780622000045, -73.94548472699995)",125 STREET
566393,4070638,796863904,07/07/2019,PETIT LARCENY,COMPLETED,MISDEMEANOR,QUEENS,1044584.0,199118.0,40.71301216400008,-73.78236702599996,"(40.71301216400008, -73.78236702599996)",179 ST.-JAMAICA
566400,4070645,729623754,07/05/2019,FELONY ASSAULT,COMPLETED,FELONY,BROOKLYN,1010287.0,186518.0,40.67859550700007,-73.90613035499997,"(40.67859550700007, -73.90613035499997)",BROADWAY-EAST NEW YORK
566435,4070680,310172064,07/08/2019,ROBBERY,COMPLETED,FELONY,MANHATTAN,988650.0,214286.0,40.754849215000036,-73.98411999099994,"(40.754849215000036, -73.98411999099994)",42 STREET
566468,4070713,498654348,07/03/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BROOKLYN,1005435.0,196875.0,40.70703601300004,-73.923590672,"(40.70703601300004, -73.923590672)",JEFFERSON STREET
566470,4070715,680642044,07/04/2019,GRAND LARCENY,COMPLETED,FELONY,MANHATTAN,987078.0,215157.0,40.757240531000036,-73.98979363699993,"(40.757240531000036, -73.98979363699993)",42 ST.-PORT AUTHORITY BUS TERM
566509,4070754,356362026,06/29/2019,FELONY ASSAULT,COMPLETED,FELONY,BROOKLYN,1003132.0,196628.0,40.70636327000005,-73.93189789899995,"(40.70636327000005, -73.93189789899996)",MORGAN AVENUE
566540,4070786,557702053,07/08/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,QUEENS,1000200.0,213984.0,40.754007012000045,-73.94243188799999,"(40.754007012000045, -73.94243188799999)",21 ST.-QUEENSBRIDGE
566627,4070874,148230716,07/02/2019,PETIT LARCENY,COMPLETED,MISDEMEANOR,BROOKLYN,989387.0,190637.0,40.68993802200004,-73.98147789399997,"(40.68993802200004, -73.98147789399997)",DEKALB AVENUE
566631,4070882,804583774,07/02/2019,OFFENSES INVOLVING FRAUD,COMPLETED,MISDEMEANOR,BROOKLYN,987772.0,191476.0,40.69224167400005,-73.987300996,"(40.69224167400005, -73.987300996)",JAY STREET-BOROUGH HALL
566651,4070902,860351811,06/26/2019,GRAND LARCENY,COMPLETED,FELONY,MANHATTAN,997535.0,230317.0,40.798841208000056,-73.95201858499998,"(40.798841208000056, -73.95201858499998)",110 ST.-CENTRAL PARK NORTH
566676,4070928,668698880,06/22/2019,HARRASSMENT 2,COMPLETED,VIOLATION,MANHATTAN,986553.0,207131.0,40.735211323000044,-73.99169139799993,"(40.735211323000044, -73.99169139799993)",UNION SQUARE
566833,4071086,747141202,07/02/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,MANHATTAN,987521.0,201066.0,40.718564066000056,-73.98820145399995,"(40.718564066000056, -73.98820145399996)",ESSEX STREET
566927,4071181,750096683,07/05/2019,GRAND LARCENY,COMPLETED,FELONY,QUEENS,1041627.0,198275.0,40.710718006000036,-73.79304054299999,"(40.710718006000036, -73.79304054299998)",169 STREET
566928,4071182,916408881,07/03/2019,PETIT LARCENY,COMPLETED,MISDEMEANOR,QUEENS,1039726.0,195270.0,40.702482133000046,-73.799922252,"(40.702482133000046, -73.799922252)",PARSONS/ARCHER-JAMAICA CENTER
566933,4071187,399566259,06/29/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,MANHATTAN,998181.0,231480.0,40.80203233000003,-73.94968294499995,"(40.80203233000003, -73.94968294499995)",116 STREET
566957,4071211,819388189,07/03/2019,ROBBERY,COMPLETED,FELONY,BROOKLYN,994821.0,177866.0,40.654879667000046,-73.96190341499994,"(40.654879667000046, -73.96190341499994)",PARKSIDE AVENUE
566982,4071237,613437657,06/23/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,MANHATTAN,997374.0,234664.0,40.81077276700007,-73.95259158999993,"(40.81077276700007, -73.95259158999993)",125 STREET
567012,4071267,698114808,07/01/2019,ROBBERY,ATTEMPTED,FELONY,BROOKLYN,995603.0,164474.0,40.61812050800006,-73.95910760599996,"(40.61812050800006, -73.95910760599996)","AVENUE ""M"""
567014,4071269,654718349,07/05/2019,FORGERY,COMPLETED,FELONY,MANHATTAN,987866.0,214721.0,40.75604353500006,-73.98694954399997,"(40.75604353500006, -73.98694954399997)",42 ST.-TIMES SQUARE
567205,4071462,765852191,06/28/2019,GRAND LARCENY,COMPLETED,FELONY,MANHATTAN,987521.0,201066.0,40.718564066000056,-73.98820145399995,"(40.718564066000056, -73.98820145399996)",DELANCEY STREET
567285,4071542,498107875,07/06/2019,DANGEROUS DRUGS,COMPLETED,MISDEMEANOR,MANHATTAN,1000476.0,241999.0,40.83090011900003,-73.94136802099996,"(40.83090011900003, -73.94136802099996)",155 STREET
567383,4071646,690838942,07/05/2019,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,BRONX,1010774.0,235171.0,40.81213427400007,-73.90418271399994,"(40.81213427400007, -73.90418271399994)",EAST 149 STREET
567445,4071708,503515321,07/08/2019,GRAND LARCENY,COMPLETED,FELONY,BRONX,1025621.0,268476.0,40.90348934600007,-73.85034201899998,"(40.90348934600007, -73.85034201899998)",241 ST.-WAKEFIELD
567472,4071735,841503273,07/08/2019,HARRASSMENT 2,COMPLETED,VIOLATION,MANHATTAN,987866.0,214721.0,40.75604353500006,-73.98694954399997,"(40.75604353500006, -73.98694954399997)",42 ST.-TIMES SQUARE
567599,4071862,279522045,07/04/2019,PETIT LARCENY,COMPLETED,MISDEMEANOR,MANHATTAN,982806.0,201821.0,40.72063684600005,-74.00521077799993,"(40.72063684600005, -74.00521077799993)",CANAL STREET
567699,4071964,117913997,06/24/2019,OFFENSES AGAINST PUBLIC ADMINI,COMPLETED,MISDEMEANOR,QUEENS,1037559.0,194576.0,40.70059059000005,-73.80774319999993,"(40.70059059000005, -73.80774319999993)",SUTPHIN BLVD.-ARCHER AVE.
567732,4071998,302310442,07/03/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BROOKLYN,998704.0,195811.0,40.70412913900003,-73.947870547,"(40.70412913900003, -73.947870547)",LORIMER STREET
567755,4072022,318027055,07/09/2019,OFF. AGNST PUB ORD SENSBLTY &,ATTEMPTED,MISDEMEANOR,MANHATTAN,997374.0,234664.0,40.81077276700007,-73.95259158999993,"(40.81077276700007, -73.95259158999993)",125 STREET
567761,4072028,994352090,07/02/2019,PETIT LARCENY,COMPLETED,MISDEMEANOR,MANHATTAN,988451.0,217993.0,40.765024079000064,-73.98483594999993,"(40.76502407900006, -73.98483594999993)",59 ST.-COLUMBUS CIRCLE
567773,4072041,443073915,06/21/2019,SEX CRIMES,COMPLETED,MISDEMEANOR,QUEENS,1020255.0,210816.0,40.74525274100006,-73.87006286999997,"(40.74525274100006, -73.87006286999997)",ROOSEVELT AVE.-JACKSON HEIGHTS
567815,4072084,978267190,07/06/2019,SEX CRIMES,COMPLETED,FELONY,BRONX,1004926.0,234532.0,40.81039601900005,-73.92531074499993,"(40.81039601900005, -73.92531074499993)",PROSPECT AVENUE
567825,4072095,850875636,03/13/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,BROOKLYN,987772.0,191476.0,40.69224167400005,-73.987300996,"(40.69224167400005, -73.987300996)",JAY STREET-BOROUGH HALL
567900,4072172,527385633,07/09/2019,DANGEROUS DRUGS,COMPLETED,MISDEMEANOR,MANHATTAN,982103.0,198029.0,40.71022856800005,-74.00774568899999,"(40.71022856800005, -74.00774568899999)",BROADWAY/NASSAU
567950,4072223,621200131,07/08/2019,SEX CRIMES,COMPLETED,MISDEMEANOR,MANHATTAN,982752.0,206772.0,40.734226128000046,-74.00540668899998,"(40.734226128000046, -74.00540668899998)",W. 4 STREET
567957,4072230,441227138,07/06/2019,FORGERY,COMPLETED,FELONY,MANHATTAN,985048.0,202430.0,40.72230848600003,-73.99712253399997,"(40.72230848600003, -73.99712253399997)",SPRING STREET
567972,4072245,781376720,07/01/2019,DANGEROUS DRUGS,COMPLETED,MISDEMEANOR,BRONX,1007034.0,236608.0,40.81608887400005,-73.917688689,"(40.81608887400005, -73.917688689)",3 AVENUE-149 STREET
568028,4072309,123696577,07/08/2019,GRAND LARCENY,COMPLETED,FELONY,QUEENS,1046650.0,155423.0,40.59306498000007,-73.77531893199995,"(40.59306498000007, -73.77531893199995)",BEACH 44 STREET
568068,4072351,369769138,07/03/2019,GRAND LARCENY,COMPLETED,FELONY,BRONX,1006032.0,243764.0,40.83573258000007,-73.92128542599994,"(40.83573258000007, -73.92128542599994)",167 STREET
568082,4072365,214623461,07/03/2019,SEX CRIMES,COMPLETED,MISDEMEANOR,MANHATTAN,987624.0,203977.0,40.72655401900005,-73.98782842699995,"(40.72655401900005, -73.98782842699995)",BLEECKER STREET
568216,4072501,632801532,07/08/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BRONX,1011485.0,237929.0,40.819702045000035,-73.90160301699996,"(40.819702045000035, -73.90160301699996)",PROSPECT AVENUE
568251,4072536,613829030,07/01/2019,DANGEROUS DRUGS,COMPLETED,MISDEMEANOR,MANHATTAN,988451.0,217993.0,40.765024079000064,-73.98483594999993,"(40.76502407900006, -73.98483594999993)",59 ST.-COLUMBUS CIRCLE
568360,4072647,726618686,07/04/2019,ROBBERY,COMPLETED,FELONY,BRONX,1010774.0,235171.0,40.81213427400007,-73.90418271399994,"(40.81213427400007, -73.90418271399994)",EAST 149 STREET
568370,4072657,463278870,05/08/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,MANHATTAN,999342.0,233575.0,40.807780622000045,-73.94548472699995,"(40.807780622000045, -73.94548472699995)",125 STREET
568372,4072659,394852369,05/12/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,MANHATTAN,999342.0,233575.0,40.807780622000045,-73.94548472699995,"(40.807780622000045, -73.94548472699995)",125 STREET
