,Unnamed: 0,CMPLNT_NUM,CMPLNT_FR_DT,OFNS_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,BORO_NM,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon,STATION_NAME
147812,3638286,279339318,09/07/2019,DANGEROUS WEAPONS,COMPLETED,FELONY,MANHATTAN,990833.0,218234.0,40.76568410900006,-73.976236757,"(40.76568410900006, -73.976236757)",59 ST.-COLUMBUS CIRCLE
147872,3638347,526540519,09/06/2019,HARRASSMENT 2,COMPLETED,VIOLATION,MANHATTAN,997374.0,234664.0,40.81077276700007,-73.95259158999993,"(40.81077276700007, -73.95259158999993)",125 STREET
147887,3638362,510590554,09/03/2019,THEFT OF SERVICES,COMPLETED,MISDEMEANOR,BRONX,1004749.0,240880.0,40.827819901000055,-73.92593075599996,"(40.827819901000055, -73.92593075599996)",161 ST.-YANKEE STADIUM
147889,3638364,483330845,09/08/2019,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,MANHATTAN,987866.0,214721.0,40.75604353500006,-73.98694954399997,"(40.75604353500006, -73.98694954399997)",42 ST.-TIMES SQUARE
147902,3638377,555449327,09/03/2019,GRAND LARCENY,COMPLETED,FELONY,MANHATTAN,993469.0,232259.0,40.80417664400005,-73.96670152799999,"(40.80417664400005, -73.96670152799999)",110 ST.-CATHEDRAL PKWY.
148070,3638545,744739801,08/14/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,MANHATTAN,981615.0,196630.0,40.706388512000046,-74.00950535999993,"(40.706388512000046, -74.00950535999993)",WALL STREET
148145,3638621,256173131,09/03/2019,FORGERY,COMPLETED,FELONY,BRONX,1007027.0,245405.0,40.84023413800003,-73.91768411399994,"(40.84023413800003, -73.91768411399994)",170 STREET
148183,3638662,800826474,09/07/2019,FORGERY,COMPLETED,FELONY,BROOKLYN,996077.0,161202.0,40.60913892400004,-73.95740597499997,"(40.60913892400004, -73.95740597499997)",KINGS HIGHWAY
148209,3638688,840466802,07/25/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,MANHATTAN,987636.0,212439.0,40.74978011300004,-73.98778087399995,"(40.74978011300004, -73.98778087399995)",34 ST.-HERALD SQ.
148252,3638732,109747152,07/24/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,MANHATTAN,987636.0,212439.0,40.74978011300004,-73.98778087399995,"(40.74978011300004, -73.98778087399995)",34 ST.-HERALD SQ.
148285,3638765,994877204,09/09/2019,SEX CRIMES,COMPLETED,MISDEMEANOR,MANHATTAN,988874.0,207673.0,40.736698070000045,-73.98331602599995,"(40.736698070000045, -73.98331602599995)",14 STREET
148369,3638849,841685351,09/04/2019,HARRASSMENT 2,COMPLETED,VIOLATION,MANHATTAN,986553.0,207131.0,40.735211323000044,-73.99169139799993,"(40.735211323000044, -73.99169139799993)",UNION SQUARE
148375,3638855,341372602,09/01/2019,ROBBERY,COMPLETED,FELONY,BROOKLYN,1012957.0,184994.0,40.67440421700008,-73.89651071499998,"(40.67440421700008, -73.89651071499998)",LIBERTY AVENUE
148378,3638858,211201661,08/12/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,MANHATTAN,999342.0,233575.0,40.807780622000045,-73.94548472699995,"(40.807780622000045, -73.94548472699995)",125 STREET
148395,3638875,692106940,09/04/2019,SEX CRIMES,COMPLETED,FELONY,MANHATTAN,988874.0,207673.0,40.736698070000045,-73.98331602599995,"(40.736698070000045, -73.98331602599995)",14 STREET
148431,3638911,234841102,09/09/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BROOKLYN,997890.0,202970.0,40.723780177000044,-73.95079187699997,"(40.723780177000044, -73.95079187699997)",NASSAU AVENUE
148447,3638927,507150998,09/05/2019,GRAND LARCENY,COMPLETED,FELONY,MANHATTAN,1000824.0,244205.0,40.83695430700004,-73.94010505699998,"(40.83695430700004, -73.94010505699998)",163 ST.-AMSTERDAM AVE.
148527,3639008,724838441,09/06/2019,ROBBERY,COMPLETED,FELONY,QUEENS,1023693.0,186852.0,40.67946267900004,-73.85779587499997,"(40.67946267900004, -73.85779587499997)",80 STREET
148540,3639021,300312128,09/05/2019,OFFENSES AGAINST PUBLIC ADMINI,COMPLETED,MISDEMEANOR,BROOKLYN,988089.0,190305.0,40.689027417000034,-73.98615855199995,"(40.689027417000034, -73.98615855199995)",HOYT-SCHERMERHORN
148611,3639095,785491528,09/07/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,MANHATTAN,988886.0,207857.0,40.737203099000055,-73.98327259799999,"(40.737203099000055, -73.98327259799999)",14 STREET
148636,3639120,920314056,08/15/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,MANHATTAN,987636.0,212439.0,40.74978011300004,-73.98778087399995,"(40.74978011300004, -73.98778087399995)",34 ST.-HERALD SQ.
148772,3639260,122109554,09/03/2019,DANGEROUS DRUGS,COMPLETED,MISDEMEANOR,MANHATTAN,988886.0,207857.0,40.737203099000055,-73.98327259799999,"(40.737203099000055, -73.98327259799999)",14 STREET
148824,3639312,279614529,08/15/2019,FORGERY,COMPLETED,FELONY,MANHATTAN,987526.0,211899.0,40.74829799100007,-73.98817814399997,"(40.74829799100007, -73.98817814399997)",34 STREET
148835,3639323,249472995,09/02/2019,GRAND LARCENY,COMPLETED,FELONY,MANHATTAN,981136.0,198083.0,40.71037649700002,-74.01123368899994,"(40.71037649700002, -74.01123368899994)",CORTLANDT STREET
148845,3639333,575500090,09/04/2019,FORGERY,COMPLETED,FELONY,MANHATTAN,986848.0,212883.0,40.75099904800004,-73.99062471199994,"(40.75099904800004, -73.99062471199994)",34 ST.-PENN STATION
148937,3639425,196479450,09/09/2019,FORGERY,COMPLETED,FELONY,BROOKLYN,1016845.0,182111.0,40.66647757100003,-73.88250816099996,"(40.66647757100003, -73.88250816099996)",NEW LOTS AVENUE
148985,3639474,694190852,09/04/2019,GRAND LARCENY,COMPLETED,FELONY,BROOKLYN,991296.0,150578.0,40.579983267000046,-73.97463603499993,"(40.579983267000046, -73.97463603499993)",NEPTUNE AVENUE
149076,3639566,898704436,09/08/2019,PETIT LARCENY,COMPLETED,MISDEMEANOR,MANHATTAN,988669.0,216684.0,40.761431104000046,-73.98404983599994,"(40.761431104000046, -73.98404983599994)",50 STREET
149115,3639606,446688130,09/02/2019,GRAND LARCENY,COMPLETED,FELONY,BRONX,1017650.0,257603.0,40.87368018400008,-73.87923126699997,"(40.87368018400008, -73.87923126699997)",205 ST.-NORWOOD
149124,3639615,913548717,08/11/2019,SEX CRIMES,COMPLETED,MISDEMEANOR,MANHATTAN,985679.0,213954.0,40.75393893800003,-73.99484365499995,"(40.75393893800003, -73.99484365499995)",42 ST.-GRAND CENTRAL
149186,3639679,162651674,09/09/2019,HARRASSMENT 2,COMPLETED,VIOLATION,MANHATTAN,989780.0,218177.0,40.765528380000035,-73.98003814399993,"(40.765528380000035, -73.98003814399993)",57 STREET
149268,3639761,777086494,09/07/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BRONX,1004369.0,237509.0,40.818568337000045,-73.92731394599997,"(40.818568337000045, -73.92731394599997)",149 ST.-GRAND CONCOURSE
149276,3639769,744018112,07/10/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,MANHATTAN,987636.0,212439.0,40.74978011300004,-73.98778087399995,"(40.74978011300004, -73.98778087399995)",34 ST.-HERALD SQ.
149384,3639877,219081755,06/26/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,MANHATTAN,987636.0,212439.0,40.74978011300004,-73.98778087399995,"(40.74978011300004, -73.98778087399995)",34 ST.-HERALD SQ.
149411,3639904,416059253,09/07/2019,ROBBERY,COMPLETED,FELONY,MANHATTAN,996551.0,223272.0,40.77950599700007,-73.95558550399994,"(40.77950599700006, -73.95558550399994)",86 STREET
149423,3639916,886244971,07/14/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,MANHATTAN,987636.0,212439.0,40.74978011300004,-73.98778087399995,"(40.74978011300004, -73.98778087399995)",34 ST.-HERALD SQ.
149456,3639949,870982647,09/02/2019,SEX CRIMES,COMPLETED,MISDEMEANOR,MANHATTAN,985679.0,213954.0,40.75393893800003,-73.99484365499995,"(40.75393893800003, -73.99484365499995)",42 ST.-TIMES SQUARE
149477,3639970,553434499,09/08/2019,GRAND LARCENY,COMPLETED,FELONY,BROOKLYN,1010719.0,186857.0,40.679524703000034,-73.90457153799997,"(40.67952470300003, -73.90457153799997)",BROADWAY-EASTERN PKWY
149537,3640031,487885930,07/20/2019,GRAND LARCENY,COMPLETED,FELONY,QUEENS,1014244.0,211379.0,40.746820464000045,-73.89175345599993,"(40.746820464000045, -73.89175345599993)",ROOSEVELT AVE.-JACKSON HEIGHTS
149576,3640070,479675946,09/02/2019,HARRASSMENT 2,COMPLETED,VIOLATION,BROOKLYN,1000557.0,187002.0,40.679947248000076,-73.94120869999993,"(40.679947248000076, -73.94120869999993)",KINGSTON-THROOP AVENUES
149642,3640136,577350810,08/31/2019,PETIT LARCENY,COMPLETED,MISDEMEANOR,MANHATTAN,1000414.0,230243.0,40.79863330000006,-73.94162037099994,"(40.79863330000006, -73.94162037099994)",116 STREET
149681,3640175,700677850,09/08/2019,GRAND LARCENY,COMPLETED,FELONY,MANHATTAN,982466.0,197787.0,40.709564416000035,-74.00643628099994,"(40.709564416000035, -74.00643628099994)",FULTON STREET
149791,3640286,379620496,08/21/2019,FORGERY,COMPLETED,FELONY,MANHATTAN,987526.0,211899.0,40.74829799100007,-73.98817814399997,"(40.74829799100007, -73.98817814399997)",34 STREET
149837,3640333,102260176,09/09/2019,FORGERY,COMPLETED,FELONY,BRONX,1011698.0,251174.0,40.856055051000055,-73.90077925899999,"(40.856055051000055, -73.90077925899999)",182-183 STREETS
149840,3640336,316012906,09/09/2019,GRAND LARCENY,COMPLETED,FELONY,BRONX,1009763.0,233742.0,40.80821504500005,-73.90784040999995,"(40.80821504500005, -73.90784040999995)",EAST 143 ST.-ST. MARY'S STREET
149844,3640340,855496780,09/07/2019,GRAND LARCENY,COMPLETED,FELONY,MANHATTAN,997535.0,230317.0,40.798841208000056,-73.95201858499998,"(40.798841208000056, -73.95201858499998)",110 ST.-CENTRAL PARK NORTH
149871,3640367,410759808,09/04/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BRONX,1005028.0,234516.0,40.810351863000044,-73.92494232599995,"(40.810351863000044, -73.92494232599995)",JACKSON AVENUE
149993,3640489,263095238,09/08/2019,ROBBERY,COMPLETED,FELONY,BROOKLYN,1006644.0,195886.0,40.70431846500002,-73.91923329999997,"(40.70431846500002, -73.91923329999997)",DEKALB AVENUE
150013,3640509,142242342,09/07/2019,GRAND LARCENY,COMPLETED,FELONY,QUEENS,1052559.0,159711.0,40.604791059000036,-73.75399925399995,"(40.604791059000036, -73.75399925399995)",FAR ROCKAWAY-MOTT AVE.
150039,3640535,580745443,09/03/2019,PETIT LARCENY,COMPLETED,MISDEMEANOR,BRONX,1004369.0,237509.0,40.818568337000045,-73.92731394599997,"(40.818568337000045, -73.92731394599997)",149 ST.-GRAND CONCOURSE
150151,3640648,198630696,09/06/2019,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,MANHATTAN,984669.0,210807.0,40.745301320000074,-73.99848931699995,"(40.745301320000074, -73.99848931699995)",23 STREET
150184,3640682,157579915,09/03/2019,GRAND LARCENY,COMPLETED,FELONY,QUEENS,1006174.0,214965.0,40.756686813000044,-73.92086628099996,"(40.756686813000044, -73.92086628099996)",STEINWAY ST.
150226,3640724,586528860,09/02/2019,ROBBERY,COMPLETED,FELONY,QUEENS,1008017.0,214982.0,40.75672871200004,-73.91421387499997,"(40.75672871200004, -73.91421387499997)",46 STREET
150242,3640740,381374309,09/03/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BROOKLYN,1019779.0,185370.0,40.675411501000035,-73.87191497999999,"(40.675411501000035, -73.87191497999999)",EUCLID AVENUE
150292,3640790,475162133,09/08/2019,GRAND LARCENY,COMPLETED,FELONY,MANHATTAN,994029.0,227703.0,40.791671060000056,-73.96468538699997,"(40.791671060000056, -73.96468538699997)",96 STREET
150325,3640823,261406961,09/07/2019,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,BRONX,1004749.0,240880.0,40.827819901000055,-73.92593075599996,"(40.827819901000055, -73.92593075599996)",161 ST.-YANKEE STADIUM
150351,3640849,172525608,08/31/2019,PETIT LARCENY,COMPLETED,MISDEMEANOR,BROOKLYN,990502.0,188496.0,40.68406075000007,-73.97745929199993,"(40.68406075000007, -73.97745929199993)",ATLANTIC AVENUE
150370,3640869,859716569,09/09/2019,GRAND LARCENY,COMPLETED,FELONY,MANHATTAN,993063.0,216978.0,40.76223477100008,-73.96818808299997,"(40.762234771000074, -73.96818808299997)",59 STREET
150394,3640893,504568806,09/04/2019,GRAND LARCENY,COMPLETED,FELONY,MANHATTAN,987526.0,211899.0,40.74829799100007,-73.98817814399997,"(40.74829799100007, -73.98817814399997)",34 STREET
150515,3641014,765479104,09/09/2019,FELONY ASSAULT,COMPLETED,FELONY,QUEENS,1008918.0,194147.0,40.69953927100005,-73.91103806999998,"(40.69953927100005, -73.91103806999998)",MYRTLE/WYCKOFF AVENUES
150541,3641040,289545117,08/16/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,MANHATTAN,987636.0,212439.0,40.74978011300004,-73.98778087399995,"(40.74978011300004, -73.98778087399995)",34 ST.-HERALD SQ.
150587,3641087,321348858,09/03/2019,ROBBERY,COMPLETED,FELONY,BROOKLYN,991976.0,159402.0,40.60420281500007,-73.97217796599993,"(40.60420281500007, -73.97217796599993)",KINGS HIGHWAY
150601,3641101,811598377,09/06/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BROOKLYN,987772.0,191476.0,40.69224167400005,-73.987300996,"(40.69224167400005, -73.987300996)",JAY STREET-BOROUGH HALL
150636,3641136,743289305,09/08/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BROOKLYN,1011359.0,174331.0,40.645141680000044,-73.90231447799994,"(40.645141680000044, -73.90231447799994)",ROCKAWAY PKWY-CANARSIE
150873,3641376,255440743,07/09/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,MANHATTAN,987636.0,212439.0,40.74978011300004,-73.98778087399995,"(40.74978011300004, -73.98778087399995)",34 ST.-HERALD SQ.
150877,3641380,139347637,09/07/2019,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,MANHATTAN,987078.0,215157.0,40.757240531000036,-73.98979363699993,"(40.757240531000036, -73.98979363699993)",42 ST.-PORT AUTHORITY BUS TERM
150901,3641404,923636237,08/24/2019,FORGERY,COMPLETED,FELONY,MANHATTAN,987526.0,211899.0,40.74829799100007,-73.98817814399997,"(40.74829799100007, -73.98817814399997)",34 STREET
150908,3641411,734473348,09/06/2019,HARRASSMENT 2,COMPLETED,VIOLATION,MANHATTAN,989284.0,211217.0,40.74642524500007,-73.98183391399994,"(40.74642524500007, -73.98183391399994)",33 STREET
150915,3641418,307928966,09/03/2019,GRAND LARCENY,COMPLETED,FELONY,BROOKLYN,986256.0,181739.0,40.665516282000056,-73.99277063999993,"(40.665516282000056, -73.99277063999993)",PROSPECT AVENUE
150929,3641432,466169797,09/05/2019,PETIT LARCENY,COMPLETED,MISDEMEANOR,BROOKLYN,994619.0,183971.0,40.67163678100008,-73.96262203799995,"(40.67163678100008, -73.96262203799995)",EASTERN PKWY-BROOKLYN MUSEUM
150946,3641449,688345599,08/31/2019,PETIT LARCENY,COMPLETED,MISDEMEANOR,QUEENS,1014244.0,211379.0,40.746820464000045,-73.89175345599993,"(40.746820464000045, -73.89175345599993)",ROOSEVELT AVE.-JACKSON HEIGHTS
151016,3641520,450213185,09/02/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,MANHATTAN,989083.0,205732.0,40.731370390000045,-73.982563257,"(40.731370390000045, -73.982563257)",1 AVENUE
151086,3641591,142729288,09/07/2019,ASSAULT 3 & RELATED OFFENSES,ATTEMPTED,MISDEMEANOR,BRONX,1004369.0,237509.0,40.818568337000045,-73.92731394599997,"(40.818568337000045, -73.92731394599997)",149 ST.-GRAND CONCOURSE
151151,3641656,122543823,09/07/2019,SEX CRIMES,COMPLETED,MISDEMEANOR,MANHATTAN,999794.0,241252.0,40.82885104500008,-73.94383419099995,"(40.82885104500008, -73.94383419099995)",145 STREET
151178,3641683,844559195,09/05/2019,OTHER OFFENSES RELATED TO THEF,COMPLETED,MISDEMEANOR,MANHATTAN,989210.0,219405.0,40.76889926000007,-73.98209493899995,"(40.76889926000007, -73.98209493899996)",59 ST.-COLUMBUS CIRCLE
151187,3641692,330245776,09/04/2019,OFFENSES AGAINST THE PERSON,COMPLETED,MISDEMEANOR,MANHATTAN,988451.0,217993.0,40.765024079000064,-73.98483594999993,"(40.76502407900006, -73.98483594999993)",59 ST.-COLUMBUS CIRCLE
151225,3641730,724862828,09/05/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,QUEENS,1031029.0,199612.0,40.71445012500004,-73.83125851599993,"(40.71445012500004, -73.83125851599993)",UNION TURNPIKE-KEW GARDENS
151235,3641740,229579020,09/01/2019,FELONY ASSAULT,COMPLETED,FELONY,BROOKLYN,989472.0,148971.0,40.57557363000007,-73.98120362499998,"(40.57557363000007, -73.98120362499998)",STILLWELL AVENUE-CONEY ISLAND
151318,3641826,166789088,09/09/2019,OFFENSES AGAINST PUBLIC ADMINI,COMPLETED,MISDEMEANOR,MANHATTAN,989210.0,219405.0,40.76889926000007,-73.98209493899995,"(40.76889926000007, -73.98209493899996)",59 ST.-COLUMBUS CIRCLE
151375,3641885,224876744,07/11/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,MANHATTAN,987636.0,212439.0,40.74978011300004,-73.98778087399995,"(40.74978011300004, -73.98778087399995)",34 ST.-HERALD SQ.
151398,3641909,841969427,09/09/2019,HARRASSMENT 2,COMPLETED,VIOLATION,MANHATTAN,988018.0,214637.0,40.75581291200007,-73.98640094899997,"(40.75581291200007, -73.98640094899997)",42 ST.-TIMES SQUARE
151411,3641923,739390880,09/06/2019,FORGERY,COMPLETED,FELONY,BRONX,1016145.0,259815.0,40.879757004000055,-73.88466262099996,"(40.879757004000055, -73.88466262099996)",MOSHOLU PKWY.
151420,3641932,895278313,09/08/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BRONX,1009886.0,250359.0,40.85382356700006,-73.90733259799998,"(40.85382356700006, -73.90733259799998)",BURNSIDE AVENUE
151422,3641934,461176908,09/05/2019,POSSESSION OF STOLEN PROPERTY,COMPLETED,MISDEMEANOR,MANHATTAN,989294.0,215445.0,40.75803003100003,-73.98179465299995,"(40.75803003100003, -73.98179465299995)",47-50 STS./ROCKEFELLER CTR.
151507,3642019,455128890,08/31/2019,HARRASSMENT 2,COMPLETED,VIOLATION,QUEENS,1010686.0,192838.0,40.69594126800007,-73.90466704699999,"(40.69594126800007, -73.90466704699998)",HALSEY STREET
151660,3642174,454846918,09/01/2019,PETIT LARCENY,COMPLETED,MISDEMEANOR,MANHATTAN,986244.0,209936.0,40.742910428000066,-73.99280554999996,"(40.742910428000066, -73.99280554999996)",23 STREET
151698,3642212,526828609,09/02/2019,HARRASSMENT 2,COMPLETED,VIOLATION,BROOKLYN,980275.0,174191.0,40.64479800400005,-74.01432523199999,"(40.64479800400005, -74.01432523199998)",53 STREET
151727,3642241,968212604,09/04/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BROOKLYN,986754.0,191591.0,40.692557669000045,-73.99097189599996,"(40.692557669000045, -73.99097189599996)",BOROUGH HALL
151854,3642370,385769730,09/07/2019,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,MANHATTAN,983551.0,208788.0,40.739759650000046,-74.00252386299998,"(40.739759650000046, -74.00252386299998)",14 STREET
151868,3642384,399742209,09/06/2019,GRAND LARCENY,COMPLETED,FELONY,BROOKLYN,996696.0,190463.0,40.68945317300006,-73.95512263199998,"(40.68945317300006, -73.95512263199998)",BEDFORD-NOSTRAND AVENUES
152000,3642518,604921091,09/04/2019,FORGERY,COMPLETED,FELONY,MANHATTAN,987078.0,215157.0,40.757240531000036,-73.98979363699993,"(40.757240531000036, -73.98979363699993)",42 ST.-PORT AUTHORITY BUS TERM
152017,3642535,160574335,09/04/2019,OFFENSES AGAINST PUBLIC ADMINI,COMPLETED,MISDEMEANOR,MANHATTAN,995795.0,236457.0,40.81569625700007,-73.95829257199993,"(40.81569625700007, -73.95829257199993)",125 STREET
152020,3642538,128449498,08/26/2019,HARRASSMENT 2,COMPLETED,VIOLATION,BROOKLYN,990502.0,188496.0,40.68406075000007,-73.97745929199993,"(40.68406075000007, -73.97745929199993)",ATLANTIC AVENUE
152031,3642550,424571716,09/09/2019,ROBBERY,COMPLETED,FELONY,BRONX,1018951.0,241512.0,40.82951018200004,-73.87461030499998,"(40.82951018200004, -73.87461030499998)",SOUNDVIEW AVENUE
152045,3642564,659463763,08/16/2019,FORGERY,COMPLETED,FELONY,MANHATTAN,987526.0,211899.0,40.74829799100007,-73.98817814399997,"(40.74829799100007, -73.98817814399997)",34 STREET
152047,3642566,464696150,09/03/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,QUEENS,1031029.0,199612.0,40.71445012500004,-73.83125851599993,"(40.71445012500004, -73.83125851599993)",UNION TURNPIKE-KEW GARDENS
152067,3642586,304558022,09/04/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,QUEENS,1008918.0,194147.0,40.69953927100005,-73.91103806999998,"(40.69953927100005, -73.91103806999998)",MYRTLE/WYCKOFF AVENUES
152081,3642600,628038525,09/05/2019,GRAND LARCENY,COMPLETED,FELONY,BROOKLYN,1005862.0,190486.0,40.689498668000056,-73.92207105399994,"(40.689498668000056, -73.92207105399994)",GATES AVENUE
152170,3642691,962147706,09/07/2019,MISCELLANEOUS PENAL LAW,COMPLETED,FELONY,MANHATTAN,980295.0,195926.0,40.70445570500005,-74.01426591999996,"(40.70445570500005, -74.01426591999996)",BOWLING GREEN
152173,3642694,295543135,09/01/2019,GRAND LARCENY,COMPLETED,FELONY,BRONX,1010580.0,259508.0,40.87893274100002,-73.90478798599996,"(40.87893274100002, -73.90478798599996)",231 STREET
152181,3642702,405780697,07/18/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,MANHATTAN,987636.0,212439.0,40.74978011300004,-73.98778087399995,"(40.74978011300004, -73.98778087399995)",34 ST.-HERALD SQ.
152182,3642703,113556332,09/07/2019,ROBBERY,COMPLETED,FELONY,BROOKLYN,995603.0,164474.0,40.61812050800006,-73.95910760599996,"(40.61812050800006, -73.95910760599996)","AVENUE ""M"""
152203,3642724,427569153,08/31/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BRONX,1004369.0,237509.0,40.818568337000045,-73.92731394599997,"(40.818568337000045, -73.92731394599997)",149 ST.-GRAND CONCOURSE
152210,3642731,368404853,09/05/2019,HARRASSMENT 2,COMPLETED,VIOLATION,BROOKLYN,991339.0,189319.0,40.68631906600008,-73.97444054699997,"(40.686319066000074, -73.97444054699997)",LAFAYETTE AVENUE
152245,3642766,140681975,09/04/2019,DANGEROUS DRUGS,COMPLETED,MISDEMEANOR,MANHATTAN,987078.0,215157.0,40.757240531000036,-73.98979363699993,"(40.757240531000036, -73.98979363699993)",42 ST.-PORT AUTHORITY BUS TERM
152267,3642788,872599796,09/07/2019,GRAND LARCENY,COMPLETED,FELONY,BROOKLYN,1003358.0,182945.0,40.66880609300007,-73.93112156699993,"(40.66880609300006, -73.93112156699993)",UTICA AVE.-CROWN HEIGHTS
